site,species,genotype,replicate,sampleID,tank,pH,temp,treatment,bw1,temp1,salinity1,density1,mass1,bw2,temp2,salinity2,density2,mass2,deltamonth,deltayear,percentmonth,percentyear,surfacearea,growth,growthadj
Star,Ofav,14,3,So4-3,4,low pH,control temp,low pH-control temp,20.095,22.72,33.44305,1022.861781,30.87261815,20.1229,22.71,35.23362,1024.222918,30.93756219,0.06494404,0.77932848,0.210361297,2.524335564,7.4386,0.104768166,0.079499847
Star,Ofav,15,3,So5-3,4,low pH,control temp,low pH-control temp,13.3192,22.72,33.44305,1022.861781,20.46273081,13.482,22.7,35.23362,1024.22578,20.72767046,0.264939641,3.179275694,1.294742347,15.53690816,8.4698,0.375366088,0.350097769
control,control,,control,A138,5,control pH,high temp,control pH-high temp,18.7971,23.02,33.55391,1022.860293,28.8785886,18.8305,23.3,35.300455,1024.10333,28.94877035,0.070181754,0.842181048,0.243023491,2.916281886,9.3734,0.089847979,0.09787283
Emerald,Ssid,22,2,Es1-2,5,control pH,high temp,control pH-high temp,22.2401,23.02,33.55391,1022.860293,34.16818011,22.401,23.29,35.300455,1024.10624,34.43787444,0.269694339,3.236332062,0.78931432,9.471771843,11.215,0.28857174,0.29659659
Emerald,Ssid,23,2,Es2-2,5,control pH,high temp,control pH-high temp,23.1161,23.02,33.55391,1022.860293,35.51400705,23.3335,23.29,35.300455,1024.10624,35.87144071,0.357433662,4.289203948,1.006458274,12.07749929,12.748,0.336460931,0.344485781
Emerald,Ssid,24,2,Es3-2,5,control pH,high temp,control pH-high temp,24.6334,23.03,33.55391,1022.857429,37.84502695,24.8357,23.28,35.300455,1024.109149,38.18088584,0.335858896,4.030306753,0.887458467,10.64950161,12.275,0.328334562,0.336359413
Emerald,Ssid,25,2,Es4-2,5,control pH,high temp,control pH-high temp,23.6523,23.03,33.55391,1022.857429,36.33773376,23.8927,23.29,35.300455,1024.10624,36.73111927,0.393385505,4.720626057,1.082581284,12.99097541,13.725,0.343943611,0.351968461
Emerald,Ssid,26,2,Es5-2,5,control pH,high temp,control pH-high temp,22.8868,23.03,33.55391,1022.857429,35.16167329,23.0102,23.29,35.300455,1024.10624,35.37441983,0.212746539,2.552958467,0.605052374,7.260628486,8.051,0.317098307,0.325123157
MacN,Ssid,37,2,Ms1-2,5,control pH,high temp,control pH-high temp,18.16,23.07,33.55391,1022.845965,27.89958179,18.5443,23.27,35.300455,1024.112058,28.50891587,0.609334074,7.312008884,2.184025833,26.20831,11.102,0.658620869,0.666645719
MacN,Ssid,38,2,Ms2-2,5,control pH,high temp,control pH-high temp,15.112,23.08,33.55391,1022.843097,23.21684174,15.4629,23.27,35.300455,1024.112058,23.77175278,0.554911044,6.658932522,2.390122867,28.68147441,9.5874,0.694550402,0.702575252
MacN,Ssid,39,2,Ms3-2,5,control pH,high temp,control pH-high temp,17.5855,23.09,33.55391,1022.840228,27.01688435,17.9667,23.24,35.300455,1024.120778,27.62107398,0.604189633,7.250275597,2.236340894,26.83609073,10.38,0.698485125,0.706509975
MacN,Ssid,40,2,Ms4-2,5,control pH,high temp,control pH-high temp,16.158,23.09,33.55391,1022.840228,24.82379331,16.4147,23.26,35.300455,1024.114965,25.23503261,0.411239294,4.934871529,1.656633573,19.87960287,9.5688,0.515725225,0.523750075
MacN,Ssid,41,2,Ms5-2,5,control pH,high temp,control pH-high temp,16.3648,23.09,33.55391,1022.840228,25.14150345,16.6386,23.27,35.300455,1024.112058,25.5792048,0.437701345,5.252416136,1.740951354,20.89141624,9.0339,0.581411809,0.589436659
Rainbow,Ssid,27,2,Rs1-2,5,control pH,high temp,control pH-high temp,22.1049,23.04,33.55391,1022.854564,33.96036599,22.3906,23.29,35.300455,1024.10624,34.42188614,0.461520156,5.538241871,1.358996414,16.30795697,11.75,0.471339734,0.479364584
Rainbow,Ssid,28,2,Rs2-2,5,control pH,high temp,control pH-high temp,21.6597,23.04,33.55391,1022.854564,33.27639298,21.8283,23.28,35.300455,1024.109149,33.55749306,0.281100083,3.37320099,0.844743247,10.13691896,11.996,0.281193814,0.289218664
Rainbow,Ssid,29,2,Rs3-2,5,control pH,high temp,control pH-high temp,23.764,23.05,33.55391,1022.851698,36.5092321,23.9191,23.28,35.300455,1024.109149,36.77176108,0.262528974,3.150347692,0.719075585,8.62890702,12.985,0.242614378,0.250639228
Rainbow,Ssid,30,2,Rs4-2,5,control pH,high temp,control pH-high temp,24.8545,23.05,33.55391,1022.851698,38.18459474,25.137,23.28,35.300455,1024.109149,38.64408603,0.459491296,5.51389555,1.203342078,14.44010494,10.238,0.538571552,0.546596402
Rainbow,Ssid,31,2,Rs5-2,5,control pH,high temp,control pH-high temp,24.6911,23.05,33.55391,1022.851698,37.9335592,24.9629,23.28,35.300455,1024.109149,38.37643534,0.442876145,5.314513734,1.167504853,14.01005823,15.587,0.340958089,0.348982939
Star,Ssid,32,2,Ss1-2,5,control pH,high temp,control pH-high temp,19.0393,23.06,33.55391,1022.848832,29.25051246,19.2093,23.28,35.300455,1024.109149,29.53120268,0.280690225,3.368282695,0.959607887,11.51529465,10.661,0.315944348,0.323969198
Star,Ssid,33,2,Ss2-2,5,control pH,high temp,control pH-high temp,23.393,23.07,33.55391,1022.845965,35.9391474,23.6636,23.27,35.300455,1024.112058,36.37902652,0.439879115,5.278549379,1.223955343,14.68746412,11.929,0.442497224,0.450522074
Star,Ssid,34,2,Ss3-2,5,control pH,high temp,control pH-high temp,21.1104,23.07,33.55391,1022.845965,32.43234204,21.2962,23.27,35.300455,1024.112058,32.73952503,0.307182992,3.686195899,0.947150197,11.36580236,11.306,0.326038908,0.334063759
Star,Ssid,35,2,Ss4-2,5,control pH,high temp,control pH-high temp,21.3088,23.07,33.55391,1022.845965,32.73714805,21.5085,23.27,35.300455,1024.112058,33.06590256,0.328754518,3.94505422,1.004224674,12.05069609,9.2695,0.425595148,0.433619998
Star,Ssid,36,2,Ss5-2,5,control pH,high temp,control pH-high temp,17.1365,23.07,33.55391,1022.845965,26.32715768,17.3998,23.26,35.300455,1024.114965,26.7494697,0.422312028,5.067744335,1.604092751,19.24911302,11.129,0.455363854,0.463388705
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,control pH-high temp,10.3816,22.88,33.55391,1022.900304,15.94992022,10.5451,23.26,35.300455,1024.114965,16.21144111,0.261520886,3.138250635,1.639637582,19.67565098,7.6692,0.409201825,0.417226675
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,control pH-high temp,10.0059,22.88,33.55391,1022.900304,15.37270813,10.1098,23.26,35.300455,1024.114965,15.54223547,0.169527343,2.034328119,1.102781252,13.23337503,9.4214,0.215926308,0.223951158
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,control pH-high temp,20.2553,22.88,33.55391,1022.900304,31.11952098,20.3546,23.26,35.300455,1024.114965,31.29201232,0.17249134,2.069896079,0.554286616,6.651439396,9.0855,0.227824124,0.235848974
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,control pH-high temp,19.4235,22.9,33.55391,1022.894598,29.84148382,19.5446,23.27,35.300455,1024.112058,30.04671824,0.205234417,2.462813001,0.687748699,8.252984388,10.303,0.239038436,0.247063286
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,control pH-high temp,13.9513,22.91,33.55391,1022.891744,21.43418386,14.1946,23.26,35.300455,1024.114965,21.82197627,0.38779241,4.653508924,1.809224055,21.71068866,11.081,0.419953878,0.427978729
MacN,Ofav,21,2,CR046,6,control pH,high temp,control pH-high temp,13.0562,23.01,33.55391,1022.863156,20.05868961,13.2123,23.3,35.300455,1024.10333,20.31171974,0.253030125,3.036361503,1.261448929,15.13738714,9.6512,0.314609738,0.322634588
MacN,Ofav,16,2,Mo1-2,6,control pH,high temp,control pH-high temp,13.8811,22.98,33.55391,1022.871741,21.32610788,13.8523,23.3,35.300455,1024.10333,21.29561358,-0.030494301,-0.365931617,-0.142990468,-1.715885614,9.2872,-0.039401716,-0.031376866
MacN,Ofav,17,2,Mo2-2,6,control pH,high temp,control pH-high temp,8.8029,22.99,33.55391,1022.86888,13.52423896,8.7705,23.3,35.300455,1024.10333,13.48318899,-0.041049968,-0.492599621,-0.303528861,-3.642346327,7.6508,-0.064385374,-0.056360524
MacN,Ofav,18,2,Mo3-2,6,control pH,high temp,control pH-high temp,13.1087,22.99,33.55391,1022.86888,20.13940762,13.2316,23.3,35.300455,1024.10333,20.34139029,0.201982671,2.423792048,1.002922601,12.03507121,10.015,0.242016181,0.250041031
MacN,Ofav,19,2,Mo4-2,6,control pH,high temp,control pH-high temp,13.8418,23,33.55391,1022.866018,21.26566586,13.9013,23.3,35.300455,1024.10333,21.37094295,0.105277094,1.263325129,0.495056655,5.940679862,8.5181,0.148310671,0.156335522
MacN,Ofav,20,2,Mo5-2,6,control pH,high temp,control pH-high temp,11.036,23,33.55391,1022.866018,16.95501224,11.1466,23.3,35.300455,1024.10333,17.13604862,0.181036383,2.172436598,1.067745517,12.81294621,7.876,0.275829939,0.283854789
control,control,,control,CR052,6,control pH,high temp,control pH-high temp,14.1866,22.91,33.55391,1022.891744,21.79568877,14.1566,23.29,35.300455,1024.10624,21.76345758,-0.032231183,-0.386774197,-0.147878709,-1.774544504,9.9956,-0.038694445,-0.030669595
Rainbow,Ofav,6,2,Ro1-2,6,control pH,high temp,control pH-high temp,18.5806,22.92,33.55391,1022.888889,28.54640072,18.5622,23.28,35.300455,1024.109149,28.53639073,-0.01000999,-0.120119874,-0.03506568,-0.42078816,9.2778,-0.012947021,-0.004922171
Rainbow,Ofav,7,2,Ro2-2,6,control pH,high temp,control pH-high temp,16.1647,22.93,33.55391,1022.886033,24.83468309,16.1964,23.29,35.300455,1024.10624,24.89931653,0.06463344,0.775601279,0.26025474,3.123056882,10.69,0.072553908,0.080578759
Rainbow,Ofav,8,2,Ro3-2,6,control pH,high temp,control pH-high temp,19.2397,22.94,33.55391,1022.883176,29.55892386,19.3962,23.3,35.300455,1024.10333,29.81844027,0.259516406,3.114196876,0.877962972,10.53555566,11.079,0.281090069,0.28911492
Rainbow,Ofav,9,2,Ro4-2,6,control pH,high temp,control pH-high temp,13.9164,22.94,33.55391,1022.883176,21.38046893,14.078,23.3,35.300455,1024.10333,21.64258989,0.262120966,3.14545159,1.225983241,14.71179889,9.1677,0.343101497,0.351126347
Rainbow,Ofav,10,2,Ro5-2,6,control pH,high temp,control pH-high temp,20.5001,22.95,33.55391,1022.880318,31.49529292,20.7106,23.3,35.300455,1024.10333,31.83911225,0.343819334,4.125832008,1.091653076,13.09983691,11.777,0.350329626,0.358354477
Star,Ofav,11,2,So1-2,6,control pH,high temp,control pH-high temp,12.7516,22.96,33.55391,1022.87746,19.59086908,12.8077,23.28,35.300455,1024.109149,19.68977446,0.098905383,1.186864598,0.504854495,6.058253941,13.058,0.09089176,0.09891661
Star,Ofav,12,2,So2-2,6,control pH,high temp,control pH-high temp,11.3744,22.97,33.55391,1022.874601,17.47498723,11.3627,23.29,35.300455,1024.10624,17.4682932,-0.006694033,-0.080328398,-0.038306369,-0.459676434,8.0685,-0.009955803,-0.001930953
Star,Ofav,13,2,So3-2,6,control pH,high temp,control pH-high temp,16.5503,22.97,33.55391,1022.874601,25.42694834,16.7441,23.29,35.300455,1024.10624,25.74131572,0.314367383,3.772408593,1.23635514,14.83626168,12.234,0.308354471,0.316379321
Star,Ofav,14,2,So4-2,6,control pH,high temp,control pH-high temp,17.1561,22.98,33.55391,1022.871741,26.3576258,17.2517,23.3,35.300455,1024.10333,26.52162723,0.164001429,1.968017149,0.622216244,7.466594922,12.482,0.157668415,0.165693265
Star,Ofav,15,2,So5-2,6,control pH,high temp,control pH-high temp,12.5248,22.97,33.55391,1022.874601,19.24239697,12.79,23.3,35.300455,1024.10333,19.66250353,0.420106565,5.041278779,2.183234062,26.19880874,11.437,0.440786813,0.448811663
control,control,,control,A140,7,low pH,control temp,low pH-control temp,20.7866,22.76,33.44305,1022.850424,31.9349561,20.7877,22.7,35.23362,1024.22578,31.95969405,0.024737947,0.29685536,0.077463537,0.929562449,9.1218,0.032543507,0.007275188
Emerald,Ssid,22,3,Es1-3,7,low pH,control temp,low pH-control temp,22.5024,22.77,33.44305,1022.847582,34.57092961,22.6037,22.7,35.23362,1024.22578,34.75167221,0.180742593,2.168911114,0.522816699,6.273800383,10.15,0.213685824,0.188417505
Emerald,Ssid,23,3,Es2-3,7,low pH,control temp,low pH-control temp,24.7575,22.77,33.44305,1022.847582,38.0354891,24.8772,22.7,35.23362,1024.22578,38.24702592,0.211536822,2.538441862,0.556156439,6.673877272,9.1088,0.278680162,0.253411843
Emerald,Ssid,24,3,Es3-3,7,low pH,control temp,low pH-control temp,23.0223,22.77,33.44305,1022.847582,35.36966336,23.0989,22.7,35.23362,1024.22578,35.51300898,0.14334562,1.720147439,0.40527844,4.863341279,9.1102,0.188815552,0.163547232
Emerald,Ssid,25,3,Es4-3,7,low pH,control temp,low pH-control temp,24.2174,22.77,33.44305,1022.847582,37.20572165,24.3466,22.7,35.23362,1024.22578,37.43126402,0.225542372,2.706508464,0.60620346,7.274441522,9.5036,0.284787708,0.259519389
Emerald,Ssid,26,3,Es5-3,7,low pH,control temp,low pH-control temp,22.4853,22.78,33.44305,1022.84474,34.54460703,22.5953,22.7,35.23362,1024.22578,34.73875777,0.194150743,2.32980891,0.562029096,6.744349148,11.414,0.204118531,0.178850212
MacN,Ssid,37,3,Ms1-3,7,low pH,control temp,low pH-control temp,16.4777,22.8,33.44305,1022.839053,25.31493793,16.5952,22.71,35.23362,1024.222918,25.51396827,0.199030339,2.388364067,0.786216974,9.434603685,8.041,0.297023264,0.271754945
MacN,Ssid,38,3,Ms2-3,7,low pH,control temp,low pH-control temp,17.0424,22.81,33.44305,1022.836208,26.18245597,17.0856,22.72,35.23362,1024.220056,26.26788478,0.085428814,1.025145762,0.326282659,3.915391908,6.9998,0.146453579,0.12118526
MacN,Ssid,39,3,Ms3-3,7,low pH,control temp,low pH-control temp,19.1224,22.81,33.44305,1022.836208,29.37798643,19.2888,22.72,35.23362,1024.220056,29.65514679,0.277160355,3.325924257,0.943428698,11.32114437,10.31,0.322592072,0.297323752
MacN,Ssid,40,3,Ms4-3,7,low pH,control temp,low pH-control temp,19.2497,22.81,33.44305,1022.836208,29.57355904,19.4027,22.73,35.23362,1024.217192,29.83021505,0.256656009,3.079872113,0.867856348,10.41427617,9.0632,0.339821709,0.31455339
MacN,Ssid,41,3,Ms5-3,7,low pH,control temp,low pH-control temp,19.6822,22.81,33.44305,1022.836208,30.2380143,19.8247,22.72,35.23362,1024.220056,30.47905461,0.241040312,2.892483746,0.797143324,9.565719883,9.6283,0.300414792,0.275146473
Rainbow,Ssid,27,3,Rs1-3,7,low pH,control temp,low pH-control temp,23.0993,22.78,33.44305,1022.84474,35.48790726,23.2046,22.7,35.23362,1024.22578,35.67551564,0.187608381,2.251300566,0.528654393,6.34385271,10.099,0.222923118,0.197654799
Rainbow,Ssid,28,3,Rs2-3,7,low pH,control temp,low pH-control temp,13.818,22.78,33.44305,1022.84474,21.22886419,13.9074,22.7,35.23362,1024.22578,21.38169441,0.152830228,1.833962732,0.71991712,8.639005441,9.7178,0.188722008,0.163453689
Rainbow,Ssid,29,3,Rs3-3,7,low pH,control temp,low pH-control temp,12.6235,22.78,33.44305,1022.84474,19.39373043,12.6913,22.7,35.23362,1024.22578,19.51202226,0.118291827,1.419501929,0.609948807,7.319385684,8.9034,0.159433692,0.134165372
Rainbow,Ssid,30,3,Rs4-3,7,low pH,control temp,low pH-control temp,23.4107,22.79,33.44305,1022.841897,35.96626357,23.49,22.7,35.23362,1024.22578,36.11429899,0.148035426,1.776425107,0.411595231,4.93914277,9.3246,0.190509524,0.165241205
Rainbow,Ssid,31,3,Rs5-3,7,low pH,control temp,low pH-control temp,18.4917,22.79,33.44305,1022.841897,28.40911874,18.6648,22.7,35.23362,1024.22578,28.69587773,0.286758992,3.441107902,1.009390663,12.11268795,9.9851,0.34462428,0.319355961
Star,Ssid,32,3,Ss1-3,7,low pH,control temp,low pH-control temp,17.2606,22.78,33.44305,1022.84474,26.51779803,17.2838,22.7,35.23362,1024.22578,26.57268288,0.054884852,0.658618227,0.206973642,2.4836837,9.6177,0.068479806,0.043211486
Star,Ssid,33,3,Ss2-3,7,low pH,control temp,low pH-control temp,22.1476,22.78,33.44305,1022.84474,34.0257919,22.2686,22.7,35.23362,1024.22578,34.23647844,0.21068654,2.528238474,0.619196579,7.43035895,9.7335,0.25974608,0.234477761
Star,Ssid,34,3,Ss3-3,7,low pH,control temp,low pH-control temp,21.2142,22.79,33.44305,1022.841897,32.5917426,21.3693,22.7,35.23362,1024.22578,32.85386503,0.262122423,3.145469073,0.804260226,9.651122713,10.527,0.29880014,0.273531821
Star,Ssid,35,3,Ss4-3,7,low pH,control temp,low pH-control temp,16.9436,22.79,33.44305,1022.841897,26.03074591,17.062,22.71,35.23362,1024.222918,26.23164087,0.200894961,2.410739533,0.771760293,9.261123521,9.4094,0.256205447,0.230937128
Star,Ssid,36,3,Ss5-3,7,low pH,control temp,low pH-control temp,18.8415,22.8,33.44305,1022.839053,28.94647937,19.0074,22.71,35.23362,1024.222918,29.22255836,0.276078995,3.312947942,0.953756731,11.44508077,10.273,0.322490796,0.297222476
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,low pH-high temp,15.4856,22.83,33.44305,1022.830517,23.79065332,15.7297,22.74,35.23362,1024.214328,24.18321309,0.392559768,4.710717221,1.650058799,19.80070559,10.487,0.449195883,0.423927563
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,low pH-high temp,15.4724,22.83,33.44305,1022.830517,23.77037405,15.7049,22.74,35.23362,1024.214328,24.14508498,0.374710929,4.496531146,1.576377923,18.91653508,10.082,0.445995948,0.420727629
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,low pH-high temp,15.7007,22.83,33.44305,1022.830517,24.1211132,15.905,22.75,35.23362,1024.211463,24.4526867,0.331573498,3.978881975,1.374619385,16.49543262,11.039,0.360438624,0.335170305
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,low pH-high temp,17.1468,22.83,33.44305,1022.830517,26.3427684,17.3875,22.75,35.23362,1024.211463,26.73191386,0.389145461,4.669745533,1.477238289,17.72685946,10.524,0.443723445,0.418455126
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,low pH-high temp,14.1319,22.83,33.44305,1022.830517,21.71095299,14.4931,22.76,35.23362,1024.208598,22.28196798,0.571014986,6.852179834,2.630077945,31.56093534,9.882,0.693400105,0.668131786
MacN,Ofav,21,4,CR049,8,low pH,high temp,low pH-high temp,13.9888,22.85,33.44305,1022.824822,21.49104312,14.6006,22.82,35.23362,1024.191386,22.44703781,0.955994684,11.47193621,4.448340078,53.38008093,9.8398,1.165870873,1.140602553
MacN,Ofav,16,4,Mo1-4,8,low pH,high temp,low pH-high temp,12.1362,22.86,33.44305,1022.821973,18.64485931,12.1501,22.82,35.23362,1024.191386,18.67962646,0.034767144,0.417205731,0.186470403,2.237644834,11.625,0.035888665,0.010620346
MacN,Ofav,17,4,Mo2-4,8,low pH,high temp,low pH-high temp,16.1149,22.86,33.44305,1022.821973,24.75734112,16.1903,22.82,35.23362,1024.191386,24.89105079,0.133709669,1.604516025,0.540080892,6.480970703,13.875,0.115640795,0.090372475
MacN,Ofav,18,4,Mo3-4,8,low pH,high temp,low pH-high temp,10.7226,22.86,33.44305,1022.821973,16.47314386,10.9999,22.82,35.23362,1024.191386,16.91130304,0.438159184,5.257910205,2.659839479,31.91807375,13.265,0.396374686,0.371106366
MacN,Ofav,19,4,Mo4-4,8,low pH,high temp,low pH-high temp,14.5917,22.86,33.44305,1022.821973,22.41724705,14.6686,22.83,35.23362,1024.188515,22.55154738,0.134300332,1.61160398,0.599093775,7.189125303,9.2909,0.173460481,0.148192161
MacN,Ofav,20,4,Mo5-4,8,low pH,high temp,low pH-high temp,10.2178,22.86,33.44305,1022.821973,15.69761898,10.2572,22.83,35.23362,1024.188515,15.76944847,0.071829486,0.86195383,0.457582044,5.49098453,9.6864,0.088985983,0.063717664
control,control,,control,A074,8,low pH,high temp,low pH-high temp,18.5089,22.83,33.44305,1022.830517,28.43537372,18.5064,22.78,35.23362,1024.202864,28.45200623,0.016632517,0.199590208,0.058492347,0.70190816,9.196,0.021704024,-0.003564295
Rainbow,Ofav,6,4,Ro1-4,8,low pH,high temp,low pH-high temp,19.6836,22.83,33.44305,1022.830517,30.24007489,19.9153,22.78,35.23362,1024.202864,30.61806941,0.377994524,4.535934282,1.249978794,14.99974553,12.249,0.370310579,0.34504226
Rainbow,Ofav,7,4,Ro2-4,8,low pH,high temp,low pH-high temp,19.7572,22.83,33.44305,1022.830517,30.35314717,19.9744,22.79,35.23362,1024.199996,30.70888439,0.355737222,4.268846658,1.17199452,14.06393424,15.154,0.281697681,0.256429362
Rainbow,Ofav,8,4,Ro3-4,8,low pH,high temp,low pH-high temp,19.1405,22.83,33.44305,1022.830517,29.40570594,19.3997,22.79,35.23362,1024.199996,29.82533365,0.419627713,5.035532557,1.42702819,17.12433828,11.899,0.423189559,0.397921239
Rainbow,Ofav,9,4,Ro4-4,8,low pH,high temp,low pH-high temp,16.8466,22.83,33.44305,1022.830517,25.8815687,17.0471,22.77,35.23362,1024.205731,26.2084968,0.326928104,3.923137252,1.263169587,15.15803504,12.865,0.304946541,0.279678222
Rainbow,Ofav,10,4,Ro5-4,8,low pH,high temp,low pH-high temp,17.8172,22.84,33.44305,1022.827669,27.37266851,18.0663,22.79,35.23362,1024.199996,27.77534835,0.402679833,4.832157999,1.471101851,17.65322221,8.1793,0.590778917,0.565510598
Star,Ofav,11,4,So1-4,8,low pH,high temp,low pH-high temp,11.5153,22.85,33.44305,1022.824822,17.69099629,11.5962,22.83,35.23362,1024.188515,17.82803088,0.137034591,1.644415088,0.774600754,9.295209048,8.694,0.189143672,0.163875353
Star,Ofav,12,4,So2-4,8,low pH,high temp,low pH-high temp,11.8738,22.85,33.44305,1022.824822,18.24176111,12.0493,22.81,35.23362,1024.194257,18.52468392,0.282922808,3.395073699,1.550962139,18.61154567,12.43,0.273135455,0.247867135
Star,Ofav,13,4,So3-4,8,low pH,high temp,low pH-high temp,10.4952,22.85,33.44305,1022.824822,16.12381303,10.9649,22.81,35.23362,1024.194257,16.85751925,0.733706216,8.80447459,4.550451027,54.60541233,12.997,0.677423605,0.652155286
Star,Ofav,14,4,So4-4,8,low pH,high temp,low pH-high temp,17.6312,22.85,33.44305,1022.824822,27.08687518,17.8462,22.81,35.23362,1024.194257,27.43688132,0.350006147,4.200073763,1.292161405,15.50593686,14.662,0.286459812,0.261191493
Star,Ofav,15,4,So5-4,8,low pH,high temp,low pH-high temp,13.4765,22.85,33.44305,1022.824822,20.70399481,13.7144,22.81,35.23362,1024.194257,21.08462111,0.380626297,4.567515564,1.838419592,22.06103511,13.05,0.350001193,0.324732873