"","V1","V2","V3","V4"
"1","OG0000133","ATPase activity, coupled to transmembrane movement of substances / Multidrug resistance-associated protein 1","-4.31846712099319","-4.06149260023419"
"2","OG0000222","thioesterase binding / thioesterase binding","-1.99742786720232","-1.18259039448281"
"3","OG0000365","heat shock / heat shock","1.4020097179873","3.01942345770594"
"4","OG0000418","CUB and zona pellucida-like domain-containing protein / NA","-1.22214447919114","-1.85137941884514"
"5","OG0000523","plasma membrane repair / plasma membrane repair","2.11779411380012","1.82030876375679"
"6","OG0000778","complement activation, classical pathway / carbohydrate binding","2.67185909835622","-1.64575855628707"
"7","OG0000875","homophilic cell adhesion via plasma membrane adhesion molecules / homophilic cell adhesion via plasma membrane adhesion molecules","-3.0907122948235","-2.11346585874143"
"8","OG0000877","glutamic-type peptidase activity / glutamic-type peptidase activity","2.10166187024623","-1.75621734493019"
"9","OG0001035","ammonium transmembrane transporter activity / ammonium transmembrane transporter activity","-9.27048457168282","-1.19067379644702"
"10","OG0001054","lens fiber cell differentiation / V-maf avian musculoaponeurotic fibrosarcoma oncogene homolog","3.33285214679354","1.91135735250029"
"11","OG0001060","Tumor necrosis factor receptor / nerve growth factor receptor repeats. / tumor necrosis factor-activated receptor activity","2.72865859489872","1.51079922460886"
"12","OG0001085","Sterol-sensing domain of SREBP cleavage-activation / Sterol-sensing domain of SREBP cleavage-activation","-8.10373712192794","-5.94439728029026"
"13","OG0001245","ATPase activity, coupled to transmembrane movement of substances / ATPase activity, coupled to transmembrane movement of substances","-1.53053074456463","-4.60513065940305"
"14","OG0001372","alpha-L-fucosidase activity / alpha-L-fucosidase activity","-1.11848721967449","-3.27069033361303"
"15","OG0001377","antigen processing and presentation of exogenous peptide antigen via MHC class I / antigen processing and presentation of exogenous peptide antigen via MHC class I","-2.80021148904059","-7.27949602237853"
"16","OG0001411","transmembrane transport / thyroid hormone transmembrane transporter activity","-1.94983963215935","-2.0625529535054"
"17","OG0001412","negative regulation of bile acid biosynthetic process / negative regulation of bile acid biosynthetic process","2.09107575840731","-1.57243513947419"
"18","OG0001441","DNA helicase B / NA","2.27492036079369","1.14250358363206"
"19","OG0001471","Ferric-chelate reductase / DOMON domain-containing protein","-2.59929169434357","-3.5277815842272"
"20","OG0001481","Coagulation factor 5/8 C-terminal domain, discoidin domain / integrin binding","9.75454563991551","-1.75152023928292"
"21","OG0001522","Phospholipase B domain containing 2 / lipid catabolic process","-2.21102194604047","-3.06962499128227"
"22","OG0001552","negative regulation of ectoderm development / negative regulation of ectoderm development","-2.0130599874845","-1.59929827159758"
"23","OG0001581","Tumor necrosis factor receptor / nerve growth factor receptor repeats. / NA","7.35173379426894","1.33288923827668"
"24","OG0001587","tyrosinase / tyrosinase","-3.12376493670107","1.94653521757892"
"25","OG0001633","secondary active sulfate transmembrane transporter activity / secondary active sulfate transmembrane transporter activity","-8.19312221728103","-1.03248883141958"
"26","OG0001686","PX domain / PX domain","-2.64357590196905","-2.50344708003284"
"27","OG0001713","nucleic acid binding / nucleic acid binding","-1.24628559257821","1.76116606563175"
"28","OG0002093","phosphatidylethanolamine catabolic process / phosphatidylethanolamine catabolic process","-6.99946774376972","-2.53526210951572"
"29","OG0002146","ATP:ADP antiporter activity / ATP:ADP antiporter activity","-2.77470265212246","-6.9305494607493"
"30","OG0002220","ectonucleotide pyrophosphatase phosphodiesterase / ectonucleotide pyrophosphatase phosphodiesterase","2.1330522460903","-1.03207759630751"
"31","OG0002306","protein-disulfide reductase (glutathione) activity / protein-disulfide reductase (glutathione) activity","1.01241225514562","-4.44936115191266"
"32","OG0002356","thioredoxin-disulfide reductase activity / thioredoxin-disulfide reductase activity","-5.1481580565088","-4.54929039026569"
"33","OG0002408","unfolded protein binding / unfolded protein binding","3.68984351453351","1.63374936490131"
"34","OG0002438","SOUL heme-binding protein / SOUL heme-binding protein","-2.89944108504228","-2.42444593149338"
"35","OG0002629","adiponectin receptor / adiponectin receptor","-23.5150834424659","-13.1890476700274"
"36","OG0002690","calcium ion binding / calcium ion binding","-1.12807618503001","-1.46675639124351"
"37","OG0002827","structural constituent of cuticle / negative chemotaxis","4.69280962534772","-4.46705394724856"
"38","OG0002933","metalloendopeptidase activity / Disintegrin and metalloproteinase domain-containing protein","2.39988904720447","-1.56541506065942"
"39","OG0002950","glycerol ether metabolic process / glycerol ether metabolic process","-1.61686826839076","-13.1890476700274"
"40","OG0003046","Interferon induced with helicase C domain 1 / Interferon induced with helicase C domain 1","3.35349372833444","1.54631253378267"
"41","OG0003131","methylenetetrahydrofolate reductase (NAD(P)H) activity / methylenetetrahydrofolate reductase (NAD(P)H) activity","-2.45458077184574","-4.58296944629123"
"42","OG0003165","Tnf receptor-associated factor 2 / thioesterase binding","1.30237445701993","4.61457291931826"
"43","OG0003288","aldonic acid metabolic process / aldonic acid metabolic process","-1.52502131425017","-3.01715765463807"
"44","OG0003366","inositol hexakisphosphate 6-kinase activity / inositol hexakisphosphate 6-kinase activity","1.48516519763515","-1.88713545117312"
"45","OG0003651","Casein kinase substrate phosphoprotein PP28 / RNA binding","1.03078049942146","1.51896905689227"
"46","OG0003684","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome / Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","-6.23501091784436","-1.82929088895537"
"47","OG0003692","acidic dipeptidase / acidic dipeptidase","1.2647656050531","-2.42444593149338"
"48","OG0003696","dimethylglycine dehydrogenase activity / dimethylglycine dehydrogenase activity","1.67382293782219","2.61978632028314"
"49","OG0003732","non-membrane spanning protein tyrosine phosphatase activity / non-membrane spanning protein tyrosine phosphatase activity","-2.08667948651921","-2.93594880913425"
"50","OG0003761","Pleckstrin homology domain. / NA","1.8502857992135","1.00511007868861"
"51","OG0003785","rRNA (pseudouridine) methyltransferase activity / rRNA (pseudouridine) methyltransferase activity","-3.22666819991705","2.31925747653448"
"52","OG0003815","PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides / PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","-10.2641399536216","-8.1753595207042"
"53","OG0003926","positive regulation of DNA N-glycosylase activity / positive regulation of DNA N-glycosylase activity","-2.06712593937292","-2.67536096787952"
"54","OG0003938","myosin light chain kinase activity / protein kinase activity","9.78209748330108","3.15147538614147"
"55","OG0003951","positive regulation of TOR signaling / positive regulation of TOR signaling","-2.80632212373878","-2.67103123623601"
"56","OG0004037","ubiquitin-like protein-specific protease activity / ubiquitin-like protein-specific protease activity","-1.65861683743877","-1.43401101678403"
"57","OG0004075","L-gulonolactone oxidase-like / L-gulonolactone oxidase-like","-5.6480457764007","-5.1379804747185"
"58","OG0004083","PEST proteolytic signal containing nuclear protein / PEST proteolytic signal containing nuclear protein","4.69369104866074","3.54681067721454"
"59","OG0004139","Transferrin / NA","-1.92426991033073","-1.35188897033064"
"60","OG0004142","MAP kinase activity / MAP kinase activity","-4.11671444151029","-1.91812598581518"
"61","OG0004157","lens induction in camera-type eye / lens induction in camera-type eye","-1.34550369947466","-1.66965179849341"
"62","OG0004183","calcium, potassium:sodium antiporter activity / calcium, potassium:sodium antiporter activity","-1.65083472587022","-2.80130314829142"
"63","OG0004187","riboflavin transmembrane transporter activity / riboflavin transmembrane transporter activity","-2.17560677747451","-1.00511007868861"
"64","OG0004276","recombination hotspot binding / recombination hotspot binding","-5.11597312341913","-2.51034131078027"
"65","OG0004300","adenosine kinase activity / adenosine kinase activity","-13.2430695009355","-2.78523557629305"
"66","OG0004304","actin filament polymerization / actin filament polymerization","2.38144271268939","1.00850101751175"
"67","OG0004341","Activating molecule in BECN1-regulated autophagy protein / Activating molecule in BECN1-regulated autophagy protein","-2.18902059817444","-3.09320178041313"
"68","OG0004388","enhancer sequence-specific DNA binding / enhancer sequence-specific DNA binding","3.69436078961761","6.13481217635013"
"69","OG0004437","abducens nerve formation / abducens nerve formation","4.85475467921416","6.42855482578355"
"70","OG0004469","Nucleoporin / Nucleoporin","-2.34396378979703","-2.49367183557979"
"71","OG0004489","protein phosphatase inhibitor activity / protein phosphatase inhibitor activity","3.50222274462108","2.68364852380795"
"72","OG0004522","ubiquitin binding / NA","-5.19425434913432","-3.51402267749973"
"73","OG0004533","Transfers N-acetylgalactosamine (GalNAc) from UDP-GalNAc to N-acetylglucosamine-beta-benzyl with a beta-1,4-linkage to form N,N'-diacetyllactosediamine, GalNAc-beta-1,4-GlcNAc structures in N-linked glycans and probably O-linked glycans / N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","1.30930137031814","1.24113872095722"
"74","OG0004546","Hemicentin 1 / NA","1.02437812350592","1.60896218150062"
"75","OG0004565","Sulfide quinone / Sulfide quinone","3.73317353695501","2.86234744332806"
"76","OG0004597","regulation of mRNA cleavage / Cleavage and polyadenylation","-1.11011790441786","-1.71626502058284"
"77","OG0004650","ATPase activity, coupled to transmembrane movement of substances / ATPase activity, coupled to transmembrane movement of substances","-13.5528385043606","-9.99738770966035"
"78","OG0004661","ATP-dependent chromatin remodeling / ATP-dependent chromatin remodeling","-2.4677873587595","-7.06002473434865"
"79","OG0004694","intracellular chloride channel activity / intracellular chloride channel activity","1.72355968811854","2.15887647803543"
"80","OG0004710","cyclin-dependent protein serine/threonine kinase activity / cyclin-dependent protein serine/threonine kinase activity","3.35544421030179","1.95845748037897"
"81","OG0004721","cytoskeletal anchoring at plasma membrane / cytoskeletal anchoring at plasma membrane","1.7829215524107","2.76857124617117"
"82","OG0004777","Paired box 3 / skeletal muscle satellite cell commitment","-2.41891770579881","-5.57933655358036"
"83","OG0004802","Phosphoenolpyruvate phosphomutase / Phosphoenolpyruvate phosphomutase","-1.39554981121023","-3.79121252535743"
"84","OG0004806","Fragile histidine triad / Fragile histidine triad","-1.1020175798803","-1.98653297966948"
"85","OG0004922","BIR domain binding / BIR domain binding","-1.1244570420501","-9.87557298218378"
"86","OG0004934","Phosphatidic acid phosphatase type 2B / Phosphatidic acid phosphatase type 2B","-2.60444318504656","2.07500958001816"
"87","OG0004937","protein serine/threonine phosphatase activity / protein serine/threonine phosphatase activity","-1.90317772520045","-1.83964123530964"
"88","OG0004958","PUB domain / PUB domain","1.75439208474419","-2.60215021759579"
"89","OG0004978","Histone H1-delta-like / Histone H1-delta-like","4.51563563629871","8.56160126014027"
"90","OG0004995","26s proteasome non-ATPase regulatory subunit / 26s proteasome non-ATPase regulatory subunit","-1.85972425457522","-4.41742661007848"
"91","OG0005018","ribosomal protein / ribosomal protein","-1.60610099074527","-1.07026905505396"
"92","OG0005030","O-acyltransferase / O-acyltransferase","-2.14071380464745","-2.5875758818509"
"93","OG0005039","calcium ion-regulated exocytosis of neurotransmitter / NA","3.89149501666652","3.14336563369745"
"94","OG0005066","glycine rich nucleic binding domain / G patch domain-containing protein 4","-1.15838777407146","-1.21465201921716"
"95","OG0005139","glutamate synthase (NADH) activity. It is involved in the biological process described with oxidation-reduction process / GXGXG motif","-1.61781945650989","-21.6384725796877"
"96","OG0005264","HD domain / HD domain","-2.60438161557102","-3.56911979693985"
"97","OG0005305","Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family / Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family","-1.20421210194178","-1.6229216674254"
"98","OG0005313","threonine-type endopeptidase activity / threonine-type endopeptidase activity","-2.79542798350655","-1.65822618526848"
"99","OG0005407","glycine biosynthetic process from serine / glycine biosynthetic process from serine","-6.13689351853549","-3.92313103845987"
"100","OG0005424","regulation of T cell differentiation in thymus / regulation of T cell differentiation in thymus","-1.53365221089966","-3.82291203868667"
"101","OG0005451","Involved in intracellular signal transduction mediated by cytokines and growth factors. When associated with STAM, it suppresses DNA signaling upon stimulation by IL-2 and GM-CSF. Could be a direct effector of PI3-kinase in vesicular pathway via early endosomes and may regulate trafficking to early and late endosomes by recruiting clathrin. May concentrate ubiquitinated receptors within clathrin-coated regions. Involved in down- regulation of receptor tyrosine kinase via multivesicular body (MVBs) when complexed with STAM (ESCRT-0 complex). The ESCRT-0 complex binds ubiquitin and acts as sorting machinery that recognizes ubiquitinated receptors and transfers them to further sequential lysosomal sorting trafficking processes. May contribute to the efficient recruitment of SMADs to the activin receptor complex. Involved in receptor recycling via its association with the CART complex, a multiprotein complex required for efficient transferrin receptor recycling but not for EGFR degradation / Involved in intracellular signal transduction mediated by cytokines and growth factors. When associated with STAM, it suppresses DNA signaling upon stimulation by IL-2 and GM-CSF. Could be a direct effector of PI3-kinase in vesicular pathway via early endosomes and may regulate trafficking to early and late endosomes by recruiting clathrin. May concentrate ubiquitinated receptors within clathrin-coated regions. Involved in down- regulation of receptor tyrosine kinase via multivesicular body (MVBs) when complexed with STAM (ESCRT-0 complex). The ESCRT-0 complex binds ubiquitin and acts as sorting machinery that recognizes ubiquitinated receptors and transfers them to further sequential lysosomal sorting trafficking processes. May contribute to the efficient recruitment of SMADs to the activin receptor complex. Involved in receptor recycling via its association with the CART complex, a multiprotein complex required for efficient transferrin receptor recycling but not for EGFR degradation","-1.24745170618248","-1.09696276678767"
"102","OG0005469","intracellular distribution of mitochondria / intracellular distribution of mitochondria","-2.23414175042432","-3.47858078048173"
"103","OG0005474","Carnitine O-palmitoyltransferase 1, liver isoform / Belongs to the carnitine choline acetyltransferase family","-1.12496471589308","-6.90892737920032"
"104","OG0005521","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) / Suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)","3.22765038174978","2.5253433979694"
"105","OG0005544","homolog subfamily C member 7 / homolog subfamily C member 7","-2.06566618512764","-2.03461046371872"
"106","OG0005579","metal ion binding / metal ion binding","-3.7263543423303","1.07375852954884"
"107","OG0005651","positive regulation of protein localization to plasma membrane / Protein canopy homolog 4","2.46712891699476","4.95313879556977"
"108","OG0005683","regulation of actin phosphorylation / regulation of actin phosphorylation","-1.03292248477506","-3.3890060208079"
"109","OG0005698","FMN transmembrane transporter activity / FMN transmembrane transporter activity","-4.18243031680902","-1.9011543659546"
"110","OG0005716","EF-hand domain family, member / EF-hand domain family, member","4.83890483082877","2.27666423455718"
"111","OG0005731","nuclear protein 1 / nuclear protein 1","-2.98054922625749","-1.0738097388332"
"112","OG0005801","RNA splicing / RNA splicing","-1.70761270821247","-1.67980051714908"
"113","OG0005900","SMG6 nonsense mediated mRNA decay factor / nonsense mediated mRNA decay factor","-3.07177788701372","1.86254731928038"
"114","OG0005967","Solute carrier family 35 / Solute carrier family 35","-1.54502840976995","-6.70894733768049"
"115","OG0005974","glutamine biosynthetic process / glutamine biosynthetic process","3.31689433032175","-2.85397339392924"
"116","OG0006010","quinone binding / quinone binding","1.54358703928149","-3.51161425706977"
"117","OG0006020","Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis / Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis","-3.22666819991705","-6.39626538846236"
"118","OG0006039","Luc7-like protein 3 / Luc7-like protein 3","3.46341907568781","2.21342848294556"
"119","OG0006049","N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity / N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","2.82335038104727","1.74772064623701"
"120","OG0006063","negative regulation of glucocorticoid receptor signaling pathway / negative regulation of glucocorticoid receptor signaling pathway","-22.3015546884252","-2.69040105166523"
"121","OG0006103","lethal(3)malignant brain tumor-like protein / lethal(3)malignant brain tumor-like protein","2.30596414205626","1.9158952556272"
"122","OG0006179","Belongs to the eukaryotic ribosomal protein eS4 family / Belongs to the eukaryotic ribosomal protein eS4 family","-1.25321135573117","-2.4384526681067"
"123","OG0006183","BTB POZ domain-containing protein / BTB POZ domain-containing protein","1.13309294283493","-2.15842025221762"
"124","OG0006214","endoplasmic reticulum-plasma membrane tethering / endoplasmic reticulum-plasma membrane tethering","5.91641545519483","4.00592165467231"
"125","OG0006224","iron-sulfur cluster assembly / iron-sulfur cluster assembly","1.31352255768164","-1.42927706016477"
"126","OG0006254","Non-lysosomal glucosylceramidase that catalyzes the conversion of glucosylceramide to free glucose and ceramide / Non-lysosomal glucosylceramidase that catalyzes the conversion of glucosylceramide to free glucose and ceramide","-2.57961761800625","-3.3538935415695"
"127","OG0006296","Initiation factor 5a / eukaryotic translation initiation factor","-23.0406372025859","-11.1372230595208"
"128","OG0006321","Marginal zone B and / Marginal zone B and","10.7941719613238","-3.39842957596534"
"129","OG0006383","26S proteasome non-ATPase regulatory subunit / 26S proteasome non-ATPase regulatory subunit","-1.78084527905847","-1.12598103599063"
"130","OG0006384","defense response to fungus / defense response to fungus","-6.56365179010597","-7.17179156292166"
"131","OG0006517","lysyl-tRNA synthetase / lysyl-tRNA synthetase","-1.47037384328877","1.37713743246278"
"132","OG0006538","subunit of the gamma-secretase complex, an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors / subunit of the gamma-secretase complex, an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors","-1.99545593096732","-3.94349426405518"
"133","OG0006543","DNA-directed RNA polymerases I, II, and III subunit / DNA-directed RNA polymerase activity. It is involved in the biological process described with transcription, DNA-templated","-1.01032600508486","-1.67793630067046"
"134","OG0006565","PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides / PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","7.99384185732513","-1.74661070758146"
"135","OG0006571","positive regulation of NLRP3 inflammasome complex assembly / positive regulation of NLRP3 inflammasome complex assembly","-1.65229347076672","-1.66799091536194"
"136","OG0006629","Calcium ion binding / calcium ion binding","39.2362903488291","31.8750385600728"
"137","OG0006690","Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family / Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family","-1.00753744221396","-2.36395544432283"
"138","OG0006704","Pyruvate Dehydrogenase Phosphatase Regulatory subunit / Pyruvate Dehydrogenase Phosphatase Regulatory subunit","1.14089979266526","1.39242299294736"
"139","OG0006765","N-succinyltransferase activity / N-succinyltransferase activity","-7.81657918949297","-3.50840510006505"
"140","OG0006916","cellular response to nitroglycerin / cellular response to nitroglycerin","-6.14878566696246","-3.94874093477431"
"141","OG0006998","BCCT, betaine/carnitine/choline family transporter / BCCT, betaine/carnitine/choline family transporter","-3.43270230627855","-9.87431044959923"
"142","OG0007013","box H/ACA snoRNA 3'-end processing / box H/ACA snoRNA 3'-end processing","-3.8636418242946","-2.41395502140488"
"143","OG0007085","acetyl-CoA C-acyltransferase activity / acetyl-CoA C-acyltransferase activity","-1.69247409016099","-1.12105198000458"
"144","OG0007099","SOCS box / SOCS box","1.09374804577574","1.32569293170228"
"145","OG0007104","maltose alpha-glucosidase activity / maltose alpha-glucosidase activity","-1.13585284508575","-7.16966683256847"
"146","OG0007115","RNA splicing / metal ion binding","4.56967141093017","3.11239659758455"
"147","OG0007204","V-myc avian myelocytomatosis viral oncogene homolog / V-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog","3.70659764798609","1.69448230764564"
"148","OG0007223","retrograde transport, endosome to Golgi / retrograde transport, endosome to Golgi","-1.51686455876554","-2.08628467114104"
"149","OG0007240","ribosomal protein L12 / ribosomal protein L12","-2.23414175042432","-2.03865600045838"
"150","OG0007289","Lysosomal Pro-X / Lysosomal Pro-X","-1.96831023759129","-1.13701775934492"
"151","OG0007308","spectrin binding / spectrin binding","-3.15288801605541","1.1282560654289"
"152","OG0007322","GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit / GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit","1.60797613013034","-1.6025841998954"
"153","OG0007324","N-glycan processing to lysosome / N-glycan processing to lysosome","-5.02736355997512","-3.5736726790103"
"154","OG0007327","Belongs to the aldehyde dehydrogenase family / Belongs to the aldehyde dehydrogenase family","-1.01568751122694","-7.18260397631989"
"155","OG0007373","negative regulation of smooth muscle cell differentiation / negative regulation of smooth muscle cell differentiation","2.03722830067738","1.07144117191388"
"156","OG0007376","ribosomal large subunit assembly / ribosomal large subunit assembly","-2.06712593937292","-2.39918043413939"
"157","OG0007377","ribosomal small subunit assembly / ribosomal small subunit assembly","-1.7603544251051","-1.3411261257299"
"158","OG0007410","stromal membrane-associated protein / stromal membrane-associated protein","-1.42066712939631","-3.03877535041761"
"159","OG0007445","ornithine carbamoyltransferase activity / ornithine carbamoyltransferase activity","1.40180099445468","1.74110751242407"
"160","OG0007509","cortical actin cytoskeleton organization / cortical actin cytoskeleton organization","1.45647343054415","2.46209920409403"
